nu_cnes,nu_ine,quadrimestre,distrito,distrito_desc,no_unidade_saude,no_equipe,realizado_1,previsto_1,realizado_2,previsto_2,realizado_3,previsto_3,realizado_4,previsto_4,realizado_5,previsto_5,realizado_6,previsto_6,realizado_7,previsto_7
3153487,0000155144,2024.1,DS 4,Distrito Sanitário IV,Us 295 Usf Cosme e Damiao,COSME DAMIAO,8.0,8.0,6.0,6.0,14.0,14.0,164.0,774.0,49.0,270.0,4.0,16.0,168.0,388.0
0000825,0000152617,2024.1,DS 2,Distrito Sanitário II,Us 155 CS Prof Monteiro de Morais,BEBERIBE I,3.0,3.0,4.0,4.0,3.0,3.0,82.0,632.0,10.0,189.0,0.0,5.0,105.0,301.0
0001503,0000153273,2024.1,DS 2,Distrito Sanitário II,Us 179 Usf Alto do Ceu,ALTO DO CEU II,2.0,2.0,1.0,1.0,0.0,0.0,98.0,818.0,39.0,347.0,3.0,12.0,100.0,402.0
0028975,0000154598,2024.1,DS 4,Distrito Sanitário IV,Us 280 Usf Sitio Cardoso,SITIO CARDOSO / MANG.TORRE II,4.0,4.0,0.0,0.0,3.0,3.0,46.0,523.0,28.0,192.0,1.0,4.0,64.0,293.0
3153487,0001833138,2024.1,DS 4,Distrito Sanitário IV,Us 295 Usf Cosme e Damiao,SBM1 COSME DAMIAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0
3703223,0000155691,2024.1,DS 4,Distrito Sanitário IV,Us 331 Usf Prof Amaury de Medeiros,JD. TERESOPOLIS DE BAIXO,9.0,9.0,10.0,10.0,10.0,10.0,60.0,463.0,11.0,145.0,0.0,2.0,136.0,277.0
0000876,0000152714,2024.1,DS 2,Distrito Sanitário II,Us 138 Usf Dr Luiz Wilsom,LUIZ WILSON IV,4.0,4.0,0.0,0.0,6.0,6.0,45.0,653.0,12.0,294.0,2.0,8.0,125.0,257.0
3703223,0000155683,2024.1,DS 4,Distrito Sanitário IV,Us 331 Usf Prof Amaury de Medeiros,JD. TERESOPOLIS DE CIMA,6.0,6.0,6.0,6.0,4.0,4.0,100.0,672.0,25.0,240.0,0.0,4.0,117.0,265.0
3703223,0000155705,2024.1,DS 4,Distrito Sanitário IV,Us 331 Usf Prof Amaury de Medeiros,UR 7 VARZEA / BREGA E CHIQUE,6.0,6.0,3.0,3.0,5.0,5.0,72.0,485.0,7.0,166.0,5.0,8.0,131.0,293.0
0001503,0000153265,2024.1,DS 2,Distrito Sanitário II,Us 179 Usf Alto do Ceu,ALTO DO CEU I,7.0,7.0,3.0,3.0,2.0,2.0,42.0,604.0,2.0,285.0,1.0,7.0,97.0,379.0
0022403,0001773682,2024.1,DS 5,Distrito Sanitário V,Us 238 Usf Iraque,SBM2 IRAQUE I RAQUE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0002135,0000153478,2024.1,DS 2,Distrito Sanitário II,Us 221 Usf Ilha de Joaneiro,ILHA DE JOANEIRO EQUIPE II,2.0,2.0,12.0,12.0,8.0,8.0,122.0,720.0,27.0,288.0,3.0,10.0,124.0,397.0
0020648,0000153532,2024.1,DS 2,Distrito Sanitário II,Us 222 Usf Corrego do Curio,CORREGO DO CURIO,9.0,9.0,12.0,12.0,0.0,0.0,92.0,503.0,25.0,207.0,1.0,14.0,128.0,335.0
0022306,0000153818,2024.1,DS 4,Distrito Sanitário IV,Us 225 Usf Skylab II,ABENCOADA POR DEUS,4.0,4.0,7.0,7.0,6.0,6.0,65.0,482.0,6.0,173.0,0.0,3.0,141.0,330.0
5320380,0000155780,2024.1,DS 4,Distrito Sanitário IV,Us 337 Usf Sitio Wanderley,SITIO WANDERLEY III,6.0,6.0,3.0,3.0,7.0,7.0,78.0,528.0,1.0,201.0,0.0,5.0,97.0,267.0
6008984,0000155993,2024.1,DS 4,Distrito Sanitário IV,Us 349 Usf Casarao do Cordeiro,CASARAO I,4.0,4.0,4.0,4.0,7.0,7.0,40.0,323.0,10.0,142.0,3.0,7.0,92.0,333.0
0022306,0000153796,2024.1,DS 4,Distrito Sanitário IV,Us 225 Usf Skylab II,SKYLAB I,4.0,4.0,5.0,5.0,1.0,1.0,77.0,756.0,3.0,221.0,1.0,4.0,96.0,224.0
5342074,0001889141,2024.1,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,SBM2 JARDIM SAO PAULO II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0028649,0000154547,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL II,6.0,6.0,3.0,3.0,8.0,8.0,79.0,735.0,9.0,294.0,8.0,10.0,167.0,473.0
0028649,0000154555,2024.1,DS 2,Distrito Sanitário II,Us 276 Usf Upinha Dia Alto do Pascoal,ALTO DO PASCOAL III,10.0,10.0,2.0,2.0,12.0,12.0,89.0,653.0,36.0,256.0,4.0,13.0,158.0,431.0
0000957,0001794833,2024.1,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SBM1 SITIO GRANDE 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0026379,0001845705,2024.1,DS 6,Distrito Sanitário VI,Us 269 Usf Beira do Rio Comunidade Boa Viagem,SBM1 BEIRA RIO EQUIPE - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007995,0001846590,2024.1,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,SBM1 VILA DO IPSEP - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0022322,0000153834,2024.1,DS 4,Distrito Sanitário IV,Us 233 Usf Vietna,VIETNAM - 2,5.0,5.0,8.0,8.0,8.0,8.0,75.0,420.0,26.0,133.0,3.0,11.0,50.0,257.0
5601037,0000155926,2024.1,DS 5,Distrito Sanitário V,Us 344 Usf Jiquia,JIQUIA II,1.0,1.0,1.0,1.0,3.0,3.0,43.0,469.0,8.0,214.0,2.0,6.0,103.0,274.0
5601053,0002399822,2024.1,DS 5,Distrito Sanitário V,Us 345 Usf Planeta dos Macacos I,PLANETA DOS MACACOS I B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,6.0,1.0,1.0,8.0,28.0
7404379,0001501011,2024.1,DS 5,Distrito Sanitário V,Us 393 Usf Upinha Dia Bongi Novo Prado,NOVO PRADO,4.0,4.0,3.0,3.0,13.0,13.0,28.0,517.0,2.0,182.0,2.0,7.0,103.0,260.0
7648480,0001562827,2024.1,DS 5,Distrito Sanitário V,Us 399 Usf Upinha Dia Novo Jiquia,NOVO JIQUIA,8.0,8.0,10.0,10.0,13.0,13.0,23.0,359.0,6.0,195.0,1.0,10.0,231.0,457.0
3562581,0001856375,2024.1,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,SBM1 BRASILIA TEIMOSA VANLEE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000833,0000152633,2024.1,DS 6,Distrito Sanitário VI,Us 137 CS Prof Djair Brindeiro,BORBOREMA,8.0,8.0,10.0,10.0,8.0,8.0,199.0,710.0,26.0,289.0,4.0,15.0,184.0,469.0
0002070,0000153427,2024.1,DS 6,Distrito Sanitário VI,Us 173 Usf Dancing Days,DANCING DAYS,2.0,2.0,0.0,0.0,4.0,4.0,114.0,711.0,30.0,280.0,3.0,6.0,147.0,394.0
3470261,0000155497,2024.1,DS 6,Distrito Sanitário VI,Us 326 Usf Jader de Andrade Comunidade Entra Apulso,ENTRA APULSO EQUIPE I,6.0,6.0,6.0,6.0,9.0,9.0,67.0,403.0,37.0,187.0,5.0,11.0,128.0,392.0
5392136,0001856626,2024.1,DS 6,Distrito Sanitário VI,Us 342 Usf Djalma Holanda Cavalcante,SBM1 DJALMA DE HOLANDA EQ. I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0002097,0001736809,2024.1,DS 7,Distrito Sanitário VII,Us 183 Usf Sitio dos Macacos,SBM1 SITIO DOS MACACOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022276,0001887785,2024.1,DS 7,Distrito Sanitário VII,Us 231 Usf Corrego da Bica,SBM2 CORREGO DA BICA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5392136,0000155888,2024.1,DS 6,Distrito Sanitário VI,Us 342 Usf Djalma Holanda Cavalcante,DJALMA DE HOLANDA - EQUIPE I,3.0,3.0,1.0,1.0,3.0,3.0,113.0,764.0,11.0,316.0,5.0,10.0,182.0,478.0
5392136,0000155896,2024.1,DS 6,Distrito Sanitário VI,Us 342 Usf Djalma Holanda Cavalcante,DJALMA DE HOLANDA - EQUIPE II,7.0,7.0,0.0,0.0,7.0,7.0,126.0,552.0,16.0,213.0,1.0,6.0,120.0,353.0
7648480,0001833642,2024.1,DS 5,Distrito Sanitário V,Us 399 Usf Upinha Dia Novo Jiquia,SBM1 NOVO JIQUIA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0000833,0001791427,2024.1,DS 6,Distrito Sanitário VI,Us 137 CS Prof Djair Brindeiro,SBM1 BORBOREMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0000957,0000152846,2024.1,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SITIO GRANDE - 1,2.0,2.0,7.0,7.0,6.0,6.0,47.0,504.0,12.0,201.0,6.0,14.0,74.0,165.0
0000957,0000152862,2024.1,DS 6,Distrito Sanitário VI,Us 174 Usf Sitio Grande,SITIO GRANDE - 3,5.0,5.0,2.0,2.0,10.0,10.0,23.0,510.0,18.0,190.0,3.0,7.0,101.0,232.0
0022292,0001737465,2024.1,DS 7,Distrito Sanitário VII,Us 251 Usf da Guabiraba,SBM1 GUABIRABA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022411,0000153982,2024.1,DS 5,Distrito Sanitário V,Us 239 Usf Coqueiral I e II,COQUEIRAL II,8.0,8.0,7.0,7.0,9.0,9.0,24.0,537.0,5.0,174.0,1.0,9.0,114.0,362.0
5392136,0000155918,2024.1,DS 6,Distrito Sanitário VI,Us 342 Usf Djalma Holanda Cavalcante,DJALMA DE HOLANDA - EQUIPE III,3.0,3.0,0.0,0.0,5.0,5.0,73.0,505.0,4.0,175.0,2.0,6.0,132.0,417.0
0022454,0002399245,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 0405 IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,10.0,67.0
0022454,0002399253,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 0405 V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,32.0
0026301,0001802178,2024.1,DS 7,Distrito Sanitário VII,Us 261 Usf Alto do Eucalipto,SBM1 ALTO DO EUCALIPTO EQ II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022462,0000154059,2024.1,DS 8,Distrito Sanitário VIII,Us 229 Usf Ur 10,UR X - VILA 27 DE ABRIL,3.0,3.0,4.0,4.0,7.0,7.0,61.0,748.0,14.0,262.0,3.0,13.0,120.0,392.0
0022470,0000154075,2024.1,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,ALTO ASA BRANCA - LAGOA ENC. I,4.0,4.0,5.0,5.0,4.0,4.0,69.0,578.0,18.0,185.0,4.0,9.0,105.0,312.0
0022470,0000154091,2024.1,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,LAGOA ENCANTADA II,5.0,5.0,6.0,6.0,5.0,5.0,28.0,513.0,25.0,170.0,5.0,10.0,79.0,225.0
0022470,0000154083,2024.1,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,LAGOA ENCANTADA EQ. 3,2.0,2.0,2.0,2.0,2.0,2.0,45.0,448.0,19.0,167.0,1.0,5.0,77.0,259.0
0029041,0000154636,2024.1,DS 8,Distrito Sanitário VIII,Us 281 Usf Vila dos Milagres,UR 1 - VILA,13.0,13.0,13.0,13.0,3.0,3.0,27.0,515.0,15.0,170.0,0.0,0.0,19.0,322.0
3371336,0001773631,2024.1,DS 7,Distrito Sanitário VII,Us 324 Usf Alto Jose Bonifacio,SBM2 ALTO JOSE BONIFACIO III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153479,0000155101,2024.1,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 3,2.0,2.0,2.0,2.0,2.0,2.0,52.0,464.0,12.0,173.0,2.0,4.0,64.0,282.0
3371328,0000155314,2024.1,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA II,8.0,8.0,11.0,11.0,1.0,1.0,253.0,842.0,83.0,352.0,0.0,2.0,205.0,560.0
0022454,0001794345,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,SBM1 UR 04/05 III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5601037,0000155934,2024.1,DS 5,Distrito Sanitário V,Us 344 Usf Jiquia,JIQUIA I,1.0,1.0,3.0,3.0,3.0,3.0,150.0,659.0,33.0,226.0,4.0,9.0,123.0,301.0
0001058,0000152935,2024.1,DS 7,Distrito Sanitário VII,Us 121 CS Prof Bruno Maia,BRUNO MAIA - II,7.0,7.0,9.0,9.0,9.0,9.0,18.0,280.0,2.0,52.0,4.0,9.0,62.0,219.0
0001244,0000153141,2024.1,DS 7,Distrito Sanitário VII,Us 175 Usf Dr Diogenes Cavalcanti,ALTO DA BRASILEIRA,7.0,7.0,9.0,9.0,8.0,8.0,172.0,621.0,54.0,220.0,6.0,14.0,178.0,418.0
0022462,0001789678,2024.1,DS 8,Distrito Sanitário VIII,Us 229 Usf Ur 10,SBM1 UR X VILA 27 DE ABRIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022276,0000153699,2024.1,DS 7,Distrito Sanitário VII,Us 231 Usf Corrego da Bica,CORREGO DA BICA II,7.0,7.0,5.0,5.0,0.0,0.0,13.0,354.0,7.0,135.0,3.0,5.0,74.0,296.0
0029068,0000154644,2024.1,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS - 2,6.0,6.0,5.0,5.0,6.0,6.0,48.0,548.0,16.0,216.0,2.0,5.0,156.0,305.0
0022470,0001847805,2024.1,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,SBM1 VILA DO SESI - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0029068,0002399296,2024.1,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,19.0,65.0
0029068,0000154652,2024.1,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS I,2.0,2.0,1.0,1.0,3.0,3.0,86.0,578.0,17.0,195.0,2.0,4.0,82.0,284.0
2752824,0000154873,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO I,12.0,12.0,12.0,12.0,15.0,15.0,35.0,691.0,9.0,243.0,6.0,11.0,199.0,500.0
0029041,0000154628,2024.1,DS 8,Distrito Sanitário VIII,Us 281 Usf Vila dos Milagres,VILA DOS MILAGRES - 1,5.0,5.0,9.0,9.0,10.0,10.0,25.0,377.0,8.0,134.0,6.0,10.0,171.0,352.0
3153479,0000155136,2024.1,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,JORDAO BAIXO - 2,5.0,5.0,0.0,0.0,8.0,8.0,56.0,384.0,17.0,174.0,0.0,2.0,78.0,266.0
3470253,0000155470,2024.1,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 2,6.0,6.0,7.0,7.0,8.0,8.0,182.0,973.0,24.0,355.0,3.0,10.0,159.0,487.0
3470253,0000155454,2024.1,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 3,1.0,1.0,3.0,3.0,3.0,3.0,18.0,732.0,8.0,240.0,3.0,7.0,168.0,411.0
3470253,0002399318,2024.1,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,VILA DO SESI - 4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,11.0,0.0,0.0,15.0,81.0
3569322,0000155624,2024.1,DS 8,Distrito Sanitário VIII,Us 313 Usf Tres Carneiros de Baixo Zumbi do Pacheco,TRES CARNEIROS B/Z.PACHECO - 1,1.0,1.0,2.0,2.0,1.0,1.0,4.0,506.0,6.0,222.0,5.0,9.0,50.0,260.0
0022470,0001857541,2024.1,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,SBM2 ALTO ASA BRANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0029041,0002039079,2024.1,DS 8,Distrito Sanitário VIII,Us 281 Usf Vila dos Milagres,VILA DOS MILAGRES - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0022276,0000153702,2024.1,DS 7,Distrito Sanitário VII,Us 231 Usf Corrego da Bica,CORREGO DA BICA IV,4.0,4.0,3.0,3.0,1.0,1.0,41.0,330.0,7.0,90.0,3.0,6.0,23.0,265.0
0022292,0000153761,2024.1,DS 7,Distrito Sanitário VII,Us 251 Usf da Guabiraba,GUABIRABA I VAL PARAISO,8.0,8.0,1.0,1.0,4.0,4.0,65.0,493.0,14.0,177.0,8.0,15.0,137.0,359.0
2752824,0001840037,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,SBM1 PAZ E AMOR - EQUIPE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0028045,0000154415,2024.1,DS 7,Distrito Sanitário VII,Us 257 Usf Gilberto Freire,BOLA NA REDE I,7.0,7.0,9.0,9.0,9.0,9.0,138.0,436.0,37.0,163.0,3.0,8.0,145.0,482.0
0028045,0000154423,2024.1,DS 7,Distrito Sanitário VII,Us 257 Usf Gilberto Freire,BOLA NA REDE II,5.0,5.0,4.0,4.0,6.0,6.0,124.0,369.0,44.0,149.0,3.0,3.0,98.0,335.0
0022292,0000153753,2024.1,DS 7,Distrito Sanitário VII,Us 251 Usf da Guabiraba,GUABIRABA II,10.0,10.0,11.0,11.0,8.0,8.0,73.0,765.0,9.0,234.0,4.0,10.0,142.0,399.0
0028061,0000154458,2024.1,DS 7,Distrito Sanitário VII,Us 272 Usf Santa Tereza,SANTA TEREZA / FREI DAMIAO,12.0,12.0,11.0,11.0,1.0,1.0,57.0,546.0,5.0,211.0,5.0,15.0,210.0,471.0
0028673,0000154571,2024.1,DS 7,Distrito Sanitário VII,Us 279 Usf Passarinho Alto,PASSARINHO ALTO,3.0,3.0,2.0,2.0,4.0,4.0,41.0,586.0,24.0,220.0,0.0,6.0,115.0,299.0
3153479,0001846957,2024.1,DS 8,Distrito Sanitário VIII,Us 299 Usf Jordao Baixo,SBM1 JORDAO BAIXO - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3470253,0001847988,2024.1,DS 8,Distrito Sanitário VIII,Us 312 Usf Vila do Sesi,SBM1 VILA DO SESI - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0026204,0000154199,2024.1,DS 7,Distrito Sanitário VII,Us 256 Usf Passarinho Baixo,PASSARINHO BAIXO,7.0,7.0,3.0,3.0,3.0,3.0,29.0,641.0,7.0,261.0,2.0,9.0,48.0,257.0
0026301,0000154237,2024.1,DS 7,Distrito Sanitário VII,Us 261 Usf Alto do Eucalipto,ALTO DO EUCALIPTO EQU.II 1/07,7.0,7.0,11.0,11.0,11.0,11.0,63.0,551.0,14.0,191.0,1.0,7.0,117.0,337.0
0026301,0000154229,2024.1,DS 7,Distrito Sanitário VII,Us 261 Usf Alto do Eucalipto,ALTO DO EUCALIPTO EQUIPE I,6.0,6.0,7.0,7.0,8.0,8.0,117.0,712.0,29.0,293.0,3.0,11.0,102.0,339.0
0029106,0000154679,2024.1,DS 7,Distrito Sanitário VII,Us 283 Usf Vila Boa Vista,BOA VISTA I,7.0,7.0,5.0,5.0,17.0,17.0,57.0,639.0,20.0,212.0,4.0,8.0,118.0,425.0
0029106,0000154660,2024.1,DS 7,Distrito Sanitário VII,Us 283 Usf Vila Boa Vista,BOA VISTA II,4.0,4.0,8.0,8.0,2.0,2.0,75.0,709.0,8.0,215.0,6.0,18.0,131.0,403.0
2679779,0000154814,2024.1,DS 7,Distrito Sanitário VII,Us 287 Usf Alto Jose do Pinho,ALTO JOSE DO PINHO I,5.0,5.0,8.0,8.0,3.0,3.0,93.0,637.0,26.0,205.0,6.0,13.0,99.0,337.0
3153568,0000155187,2024.1,DS 6,Distrito Sanitário VI,Us 297 Usf do Pina,PINA - 1,3.0,3.0,2.0,2.0,8.0,8.0,31.0,737.0,19.0,270.0,3.0,6.0,60.0,243.0
3153568,0000155160,2024.1,DS 6,Distrito Sanitário VI,Us 297 Usf do Pina,PINA - 2,7.0,7.0,9.0,9.0,8.0,8.0,78.0,562.0,28.0,166.0,1.0,6.0,94.0,232.0
3153568,0000155152,2024.1,DS 6,Distrito Sanitário VI,Us 297 Usf do Pina,PINA - 3,0.0,0.0,0.0,0.0,1.0,1.0,54.0,377.0,13.0,81.0,5.0,7.0,54.0,132.0
3153568,0000155179,2024.1,DS 6,Distrito Sanitário VI,Us 297 Usf do Pina,PINA - 4,3.0,3.0,5.0,5.0,5.0,5.0,85.0,353.0,11.0,72.0,7.0,13.0,64.0,190.0
3562581,0000155500,2024.1,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,BRASILIA TEIMOSA/VAN LEE - 1,6.0,6.0,5.0,5.0,6.0,6.0,119.0,567.0,51.0,259.0,1.0,6.0,170.0,308.0
3380300,0002113597,2024.1,DS 8,Distrito Sanitário VIII,Us 317 Usf Alto da Bela Vista,SBM1 ALTO DA BELA VISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3562581,0000155519,2024.1,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,BRASILIA TEIMOSA/VAN LEE - 2,6.0,6.0,3.0,3.0,4.0,4.0,134.0,628.0,51.0,301.0,7.0,14.0,245.0,471.0
3562581,0000155543,2024.1,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,BRASILIA TEIMOSA/VAN LEE - 3,5.0,5.0,6.0,6.0,7.0,7.0,11.0,660.0,5.0,238.0,3.0,4.0,204.0,334.0
5392039,0001846132,2024.1,DS 8,Distrito Sanitário VIII,Us 341 Usf Prof Fernando Figueira,SBM1 PANTANAL I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3562581,0000155527,2024.1,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,BRASILIA TEIMOSA/VAN LEE - 4,6.0,6.0,4.0,4.0,3.0,3.0,72.0,733.0,12.0,263.0,2.0,6.0,185.0,332.0
3470261,0000155489,2024.1,DS 6,Distrito Sanitário VI,Us 326 Usf Jader de Andrade Comunidade Entra Apulso,ENTRA APULSO EQUIPE - 2,3.0,3.0,4.0,4.0,4.0,4.0,119.0,546.0,60.0,210.0,2.0,7.0,81.0,335.0
2679779,0000154806,2024.1,DS 7,Distrito Sanitário VII,Us 287 Usf Alto Jose do Pinho,ALTO JOSE DO PINHO III,4.0,4.0,5.0,5.0,4.0,4.0,54.0,625.0,16.0,192.0,4.0,8.0,86.0,250.0
6362494,0001840444,2024.1,DS 8,Distrito Sanitário VIII,Us 351 Usf Paz e Amor,SBM1 PAZ E AMOR - EQUIPE II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0029106,0001799355,2024.1,DS 7,Distrito Sanitário VII,Us 283 Usf Vila Boa Vista,SBM1 BOA VISTA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0022454,0002399261,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 0405 VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,0.0,1.0,7.0,43.0
0022462,0000154067,2024.1,DS 8,Distrito Sanitário VIII,Us 229 Usf Ur 10,UR-10 - 2,5.0,5.0,2.0,2.0,4.0,4.0,10.0,398.0,1.0,167.0,4.0,5.0,99.0,504.0
0022489,0000154105,2024.1,DS 8,Distrito Sanitário VIII,Us 250 Usf Ur12 Ur5 3 Etapa,UR-12/05 EQUIPE 2,7.0,7.0,9.0,9.0,3.0,3.0,87.0,346.0,33.0,118.0,1.0,8.0,114.0,290.0
0026352,0000154334,2024.1,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,UR 02 EQUIPE I,4.0,4.0,0.0,0.0,6.0,6.0,35.0,549.0,31.0,159.0,3.0,12.0,103.0,384.0
0026352,0000154326,2024.1,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,UR 2 EQUIPE - 2,6.0,6.0,6.0,6.0,5.0,5.0,236.0,894.0,105.0,373.0,1.0,7.0,195.0,555.0
0026387,0000154385,2024.1,DS 8,Distrito Sanitário VIII,Us 270 Usf Monte Verde,MONTE VERDE - 1,3.0,3.0,3.0,3.0,9.0,9.0,27.0,503.0,3.0,206.0,2.0,10.0,116.0,351.0
0026387,0000154393,2024.1,DS 8,Distrito Sanitário VIII,Us 270 Usf Monte Verde,MONTE VERDE - 2,11.0,11.0,13.0,13.0,17.0,17.0,108.0,572.0,43.0,361.0,0.0,11.0,179.0,407.0
0029068,0002399288,2024.1,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS 3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,3.0,18.0,81.0
0022489,0000154113,2024.1,DS 8,Distrito Sanitário VIII,Us 250 Usf Ur12 Ur5 3 Etapa,UR 12/05 I,8.0,8.0,10.0,10.0,10.0,10.0,68.0,411.0,17.0,178.0,4.0,7.0,121.0,395.0
0026352,0001791486,2024.1,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,SBM1 UR 02 EQUIPE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
